itemName,itemEffect,itemSource,location,act
Quickspell Gloves,Gain a toggle action to make your next cantrip cast cost Bonus action instead of Action ( Recharge: Short rest),Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Ring of Regeneration,"At the start of your turn during combat, regain 1d4 hit points",Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Vest of Soul Rejuvenation,"On your successful saving throw against a spell, regain 1d4 hit points You can expend your Reaction to make an unarmed strike against an attacker that missed Armour Class +2",Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Armour of Landfall,"+1 bonus to spell save DC At the start of your turn during combat while standing on Plant Growth or Vines, regain 1d4 hit points Advantage on Constitution saving throws Cast Plant Growth ( Recharge: Short rest)",Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Birthright,Increase your Charisma by 2 (max 22) while wearing this hat,Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Harper Sacredstriker,Cast Spiritual Weapon (level 6) ( Recharge: Long rest),Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Despair of Athkatla,+1 bonus to spell save DC and spell attack rolls,Lorroakan at the top of the Ramazith's Tower,Ramazith's Tower X: 4962 Y: 704,3
Shelter of Athkatla,"Advantage on saving throws against spells Cast Mirror Image ( Recharge: Long rest)",Lorroakan at the top of the Ramazith's Tower,Ramazith's Tower X: 4962 Y: 704,3
Markoheshkir,"+1 bonus to spell save DC and spell attack rolls Gain a toggle action to make the next spell cost no spell slot ( Recharge: Long rest) Cast Kereska's Favour ( Recharge: Short rest)",On a pedestal inside a Globe of Invulnerability in the lower section[13] of the Ramazith's Tower,Ramazith's Tower X: 4970 Y: 705,3
Robe of the Weave,"+1 bonus to spell save DC and spell attack rolls On your successful saving throw against a spell, regain 1d6 hit points Armour Class +2",On a pedestal inside a Globe of Invulnerability in the lower section[13] of the Ramazith's Tower,Ramazith's Tower X: 4970 Y: 705,3
Foebreaker,This weapon ignores resistance to Bludgeoning damage,"Invisible gilded chest behind the ""Karsus"" door[14] in the Sorcerous Vault",Sorcerous Vault X: 326 Y: 998,3
Pyroquickness Hat,"When you deal Fire damage with non-cantrip spells, once per attack, suffer Burning for 2 turns and gain an additional Bonus action that turn","Invisible opulent chest behind the ""Elminster"" door[15] in the Sorcerous Vault",Sorcerous Vault X: 411 Y: 997,3
Hellfire Greataxe,Deal additional 1d6 Fire damage with this weapon,"Invisible opulent chest behind the ""Elminster"" door[15] in the Sorcerous Vault",Sorcerous Vault X: 411 Y: 997 On a hit with this greataxe, once per attack, gain Heat for 2 turns Gain an action to cleave in a 3 m / 10 ft cone, dealing additional 2d6 Fire damage to every target in the cone and leaving behind a growing hellfire pool that lingers for 2 turns; The targets must succeed their Dexterity save against your spell save DC or receive full damage (instead of half damage on a save) from the cleave, and get afflicted with Roiling Hellfire while standing in the AoE zone ( Recharge: Short rest)","Gilded chest behind the breakable ""Illusion"" door in the Sorcerous Vault",Sorcerous Vault X: 365 Y: 940,3
The Dead Shot,"Reduce the number you need to roll a critical hit while attacking by 1. This effect stacks Gain a bonus to your ranged weapon attack rolls equal to 2x (instead of x1) of your proficiency bonus, unless you have disadvantage on them",Bought or stolen from Fytz the Firecracker at the Stormshore Armoury near the Lower City Central Wall waypoint,X: -36 Y: -80,3
Flail of Ages,"When you deal Acid, Cold, or Fire damage with this weapon, the target must succeed DC 13 Constitution save or be afflicted with 2 turns of Acid, Chilled, or Burning respectively Cast Elemental Age ( Recharge: Long rest)",Bought or stolen from Fytz the Firecracker at the Stormshore Armoury near the Lower City Central Wall waypoint,X: -36 Y: -80,3
Armour of Agility,"Add your full Dexterity modifier to your AC while wearing this armour Saving throws +2",Bought or stolen from Gloomy Fentonson at the Stormshore Armoury near the Lower City Central Wall waypoint,X: -37 Y: -77,3
Veil of the Morning,"Undead have disadvantage on attack rolls against you, and you gain advantage on saving throws against their actions and spells Cast Turn Undead ( Recharge: Long rest)",Bought or stolen from Mystic Carrion at the ground floor of the Philgrave's Mansion,X: 7 Y: -159,3
Armour of the Sporekeeper,"+1 bonus to spell save DC, and you deal additional 1 Necrotic damage with Necrotic damage spells and attacks While imbued with Symbiotic Entity, you can spread Bibberbang Spores, Timmask Spores, and Haste Spores",Bought or stolen from Mystic Carrion at the ground floor of the Philgrave's Mansion,X: 7 Y: -159,3
Hood of the Weave,+1 bonus to spell save DC and spell attack rolls,Bought or stolen from Mystic Carrion at the ground floor of the Philgrave's Mansion,X: 7 Y: -159,3
Torch of Revocation,"Deal additional 1d4 Necrotic and 1d4 Fire damage when using this torch as a weapon Quest significance: This torch is needed to advance the Free the Artist quest","Looted from Mystic Carrion at the ground floor of the Philgrave's Mansion, bought from him if he was convinced to during dialogue, stolen from the locked gilded chest in the alcove behind him, or rewarded by him for killing Thrumbo during Find Mystic Carrion's Servant",X: 7 Y: -159,3
Staff of Cherished Necromancy,"Deal additional 1d4 Necrotic damage in melee with this weapon Creatures have disadvantage on saving throws against you necromancy spells When you kill an enemy with a spell, gain Life Essence until expended or until long rest",Looted from Mystic Carrion at the ground floor of the Philgrave's Mansion,X: 7 Y: -159,3
Crypt Lord Ring,Cast Create Undead ( Recharge: Long rest),"Rewarded by Thrumbo at the ground floor of the Philgrave's Mansion, if he was sided with and saved during Find Mystic Carrion's Servant",X: 7 Y: -159,3
Helmet of Grit,"Dexterity saving throws +1 When at 50% or less hit points, gain an additional Bonus action per turn",Locked opulent chest in the cursed room on the lower floor of the Szarr Palace,Szarr Palace X: -1298 Y: 965,3
Pelorsun Blade,"Deal additional 1d4 Radiant damage with this weapon Advantage on all attack rolls against Undead","Trapped rosewood casket in one of the pits of the dungeon, encountered by taking the second door to the right when advancing north from the Cazador's Dungeon waypoint",Cazador's Dungeon X: -1928 Y: 852,3
Rhapsody,"When you kill an enemy, gain a +1 bonus to all damage, to attack rolls, and to spell save DC, up to +3. Once you reach 3 stacks, gain an action to expend all 3, either healing yourself for 3d10 hit points, or making the next weapon attack within 2 turns a guaranteed critical hit, or forcing the next saving throw an enemy makes against your spell within 2 turns to have disadvantage. Effect ends when this weapon is unequipped On your hit with this dagger while Hiding or being Invisible, the target must succeed DC 15 Constitution save or suffer Bleeding for 2 turns",Cazador Szarr at the dungeon ritual site,Cazador's Dungeon X: -1925 Y: 944,3
Woe,"+1 bonus to spell save DC and spell attack rolls When an enemy fails a saving throw against a condition inflicted by you, once per attack, regain 1d4 hit points Cast Blight ( Recharge: Long rest) This is a Bound Weapon",Rewarded during The Pale Elf for killing Cazador Szarr at the dungeon ritual site,Cazador's Dungeon X: -1925 Y: 944,3
Salty Scimitar(rrr),Cast Command ( Recharge: Long rest),Captain Grisly in The Blushing Mermaid basement,The Blushing Mermaid - Basement X: -2339 Y: -127,3
Tarnished Charm,Reduce the DC of your death saving throws from 10 down to 5,"Auntie Ethel in The Blushing Mermaid basement, even if she was killed before in the Overgrown Tunnel",The Blushing Mermaid - Basement X: -2329 Y: -95,3
Ring of Feywild Sparks,"While your Tides of Chaos feature is active, you will always trigger Wild Magic when casting spells","Auntie Ethel in The Blushing Mermaid basement, even if she was killed before in the Overgrown Tunnel",The Blushing Mermaid - Basement X: -2329 Y: -95,3
Amulet of Windrider,"Cast Ride the Winds ( Recharge: Long rest) Cast Gust of Wind ( Recharge: Short rest)",Rewarded by Lora on the ground floor of the Lora's House for Save Vanra,X: -65 Y: -89,3
Duellist's Prerogative,"Deal additional 1d4 Necrotic damage with this weapon Reduce the number you need to roll a critical hit while attacking by 1. This effect stacks. Gain an additonal Reaction per turn On a hit with a melee weapon, expend your Reaction to deal additional Necrotic damage with that weapon equal to your proficiency bonus Gain an action to taunt the target, compelling them to duel if they fail DC 12 Wisdom save on taunt. The taunted target suffers disadvantage on attack rolls against anyone but you for 3 turns, and on your hit must succeed DC 15 Constitution save or suffer Bleeding for 3 turns While not dual-wielding or holding a shield, you can make an additional attack as a Bonus action with this weapon, once per turn",Rewarded by Lora on the ground floor of the Lora's House for Save Vanra,X: -65 Y: -89,3
Fey Semblance Amulet,"Advantage on Intelligence, Wisdom, and Charisma saving throws",Rewarded by any of the NPCs at the Old Garlow's Place for Avenge the Hag Survivors,X: -55 Y: -147,3
Staff of Interruption,Cast Counterspell (level 5) ( Recharge: Long rest),Rewarded by Mayrina at the Old Garlow's Place for Help the Hag Survivors,X: -55 Y: -147,3
Murderous Cut,Deal additional 1d4 Piercing damage with this weapon against targets with 50% hit points or less,"Reapers of Bhaal and Death's Heads of Bhaal in Bloomridge Park, The Counting House, and Lower City Sewers","Bloomridge Park The Counting House Lower City Sewers",3
Amulet of Restoration,"Cast Healing Word (level 1) ( Recharge: Long rest) Cast Mass Healing Word (level 3) ( Recharge: Long rest)",Private stash in the eastern room down the very first flight of stairs,The Counting House X: -85 Y: -185,3
Spell Savant Amulet,Gain one additional level 2 spell slot while having this amulet equipped,High Security Vault n°1 on the southern side of the high security vault hall,The Counting House X: -711 Y: 864,3
Jannath's Hat,"Advantage on Persuasion ability checks Advantage on Deception ability checks",High Security Vault n°2 on the southern side of the high security vault hall,The Counting House X: -714 Y: 863,3
The Long Arm of the Gur,Deal additional 1d4 Piercing damage with weapons against Undead and gain a 1d4 bonus to weapon attack rolls against Undead[16],High Security Vault n°3 on the southern side of the high security vault hall,The Counting House X: -718 Y: 861,3
Trident of the Waves,"On a hit with this trident, inflict 3 turns of Wet upon the target and spawn a 2 m / 7 ft radius water surface underneath the target",High Security Vault n°4 on the northern side of the high security vault hall,The Counting House X: -711 Y: 882,3
Ravengard's Scourger,"Gain an action to inspire an ally, giving them a condition for 3 turns to make one melee attack that deals additional 1d8 Piercing (1d10 if the ally has Improved Combat Superiority) damage and costs a Reaction[17] ( Recharge: Short rest)",High Security Vault n°5 on the northern side of the high security vault hall,The Counting House X: -712 Y: 882,3
Knock Knuckle Gloves,"Sleight of Hand +1 Cast Knock ( Recharge: Long rest)",High Security Vault n°7 on the western side of the high security vault hall,The Counting House X: -719 Y: 871,3
Elegant Studded Leather,"+2 bonus to Initiative rolls Advantage on Stealth ability checks Cast Shield ( Recharge: Short rest)",High Security Vault n°9 on the eastern-most side of the high security vault hall,The Counting House X: -686 Y: 874,3
Abdel's Trusted Shield,"Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Gain a concentration action to make ranged weapon attacks against you suffer disadvantage and halved Physical damage, for 10 turns ( Recharge: Short rest)",Rewarded by Golbraith Stredivas on the upper floor of Golbraith's Cellar if you convince him during dialogue of your courage against mind flayers,X: -148 Y: -60,3
Katana,Regular longsword with +1 damage,On a wooden table underneath the stuffed hyena head on the southern side of the Golbraith's Cellar basement,Golbraith's Cellar - Basement X: -2343 Y: 811,3
Unflinching Protector Amulet,"When a nearby ally is targeted by an attack of any kind, you may expend your Reaction to make that attack automatically miss ( Recharge: Long rest)",Ptaris through The Lodge portal if Steal a Githyanki Egg was completed by giving Lady Esther the Githyanki Egg,The Lodge - Basement Docks X: -1283 Y: 252,3
Staff of the Ram,"On a hit with this qarterstaff, once per turn, the target must succeed DC 8 Constitution save or get Stunned for 1 turn and be knocked back 2 m / 7 ft",Opulent chest in the room behind the secret bookcase lock in Elerrathin's Home basement shack,Elerrathin's Home - Basement X: -1572 Y: 976,3
Belm,"Gain an action to strike all nearby foes, making separate attack rolls against each target ( Recharge: Short rest) You can make an additional attack as a Bonus action with this weapon, once per turn",Opulent chest in the room behind the secret bookcase lock in Elerrathin's Home basement shack,Elerrathin's Home - Basement X: -1572 Y: 976,3
Khalid's Gift,"Jaheira cannot be Cursed while wearing this amulet Increase your Wisdom by 1 (max 21) while wearing this amulet Cast Khalid's Gift: Aid ( Recharge: Long rest)",Display case in the room behind the secret bookcase lock in Elerrathin's Home basement shack,Elerrathin's Home - Basement X: -1572 Y: 976,3
After Death Do Us Part,"When you are Downed, immediately recover and regain 50% of your hit points, but get afflicted with Shadow Possession curse ( Recharge: Long rest)","During Free the Artist, looted from Oskar Fevras at the upper floor of the Lady Jannath's Estate if Kerri Evenfield was allowed to kill him, or dropped on the floor by him if Kerri Evenfield was banished and Lady Jannath was told the truth about him",X: -250 Y: -44,3
Til Death Do Us Part,Cast Beacon of Hope ( Recharge: Long rest),"During Free the Artist, looted or stolen from Lady Jannath at the upper floor of the Lady Jannath's Estate, or dropped on the floor by her if Kerri Evenfield was banished and Lady Jannath was told the truth about Oskar Fevras",X: -250 Y: -44,3
Viconia's Walking Fortress,"Gain an action to expend your Reaction and bash with this shield when hit by an enemy, dealing 2d4 Force damage and knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Advantage on saving throws against spells. Spell attack rolls against you suffer disadvantage Gain an action to surround yourself with a protective shell for 2 turns, reflecting any projectiles targeted at you back to their point of origin ( Recharge: Short rest) Cast Warding Bond ( Recharge: Long rest)",Viconia DeVir at the central hall of the cloister beneath the House of Grief,Cloister of Sombre Embrace X: -400 Y: -1651,3
Viconia's Priestess Robe,"While being obscured, gain advantage on Stealth ability checks While being protected by Shield of Faith, gain a +2 bonus to saving throws Armour Class +2",Viconia DeVir at the central hall of the cloister beneath the House of Grief,Cloister of Sombre Embrace X: -400 Y: -1651,3
Handmaiden's Mace,"Deal additional 1d6 Posion damage with this weapon Set your Strength to 18[9] while wielding this mace",Viconia DeVir at the central hall of the cloister beneath the House of Grief,Cloister of Sombre Embrace X: -400 Y: -1651,3
Wavemother's Cloak,"During combat, once per turn and until you take damage, gain immunity to Burning, resistance to Fire damage and vulnerability to Lightning and Cold damage",Opulent chest behind Allandra Grey's desk on the upper floor of the Water Queen's House,X: -246 Y: -249,3
Wavemother's Robe,"Resistance to Fire and Cold damage While standing on a water surface at the start of your turn during combat, regain 1d4 hit points Cast Create or Destroy Water ( Recharge: Long rest) Armour Class +1",Rewarded by Allandra Grey in the basement of Flymm Cargo for handing over Redhammer during Avenge the Drowned,Flymm Cargo - Basement X: -1048 Y: 312,3
Wavemother's Sickle,"Deal additional 1d4 Cold damage with this weapon Gain advantage on attack rolls with this weapon against Wet creatures",Allandra Grey at the Water Queen's House mourning ceremony or at her quarters on the upper floor afterwards,"X: -229 Y: -261 X: -244 Y: -251",3
Steelwatcher Helmet,"You can see in magical and ordinary darkness up to a range of 12m / 40ft. Immunity to being Blinded Advantage on Constitution saving throws",On a table on the groond floor of the Steel Watch Foundry,X: -275 Y: -134,3
Hellfire Engine Crossbow,"Cast Lightning Arrow (level 4) ( Recharge: Long rest) Gain an action to fire a harpoon at the target; The target must succeed DC 15 Dexterity save or get pulled 9 m / 30 ft towards you","Crafted by combining Watcher Crossbow Blueprint, Targeting Module, and Steel Watcher Arm on the ground floor of the Steel Watch Foundry",X: -325 Y: -134,3
Winkling Gloves,"Sleight of Hand +1 Attack rolls +1","Zanner Toobin in the west-most room on the ground floor of the Steel Watch Foundry, and later accompanying you in the foundry basement during Save the Gondians","X: -331 Y: -147 Steel Watch Foundry - Lab Level",3
Gontr Mael,"On a hit with this longbow, the target must succeed DC 15 Dexterity save or be afflicted with Guiding Bolt for 1 turn This weapon sheds light in a 6 m / 20 ft radius. This can be toggled off Cast Celestial Haste ( Recharge: Long rest) Gain an action to fire at the target, dealing additional proficiency bonus + 1d8 Radiant damage and gaining bonus 1d4 Radiant damage on subsequent attacks with this weapon, for 10 turns; The target must succeed DC 12 Wisdom save or get Frightened for 2 turns ( Recharge: Short rest)",Steel Watcher Titan in the basement of the Steel Watch Foundry,Steel Watch Foundry - Lab Level X: -1952 Y: 206,3
Drunken Cloth,"While Drunk, gain advantage on Constitution saving throws, and gain temporary hit points equal to your Constitution modifier at the start of your turn during combat",Bought or stolen from Severn at the bar in the Guildhall,Lower City Sewers X: -22 Y: 769,3
Shade-Slayer Cloak,"While Hiding, reduce the number you need to roll a critical hit while attacking by 1. This effect stacks",Bought or stolen from Sticky Dondo in the Mol encampment overseeing the pit in the Guildhall,Lower City Sewers X: -17 Y: 755,3
Cindermoth Cloak,"When you are hit in melee from up to 2 m / 7 ft away, the target must succeed DC 12 Dexterity save or get Burned for 2 turns",Aelis Siryasius in the grease elemental area to the north-west of the City Sewers waypoint,Lower City Sewers X: -123 Y: 834,3
Chancer's Carcanet,Expend your Reaction to make an attack roll or saving throw with advantage,Rewarded by Sarin in the grease elemental area to the north-west of the City Sewers waypoint for finding her skull and bringing it to her coffin,Lower City Sewers X: -125 Y: 829,3
Armour of Moonbasking,"After casting Wild Shape, gain 22 temporary hit points. While those temporary hit points are active, all incoming damage is reduced by 1 Gain a +2 bonus to AC and advantage on Constitution saving throws agains spells. This effect persist even while being in druidic Wild Shape",Bought or stolen from Voiceless Penitent Bareki in an alcove west of the Undercity Ruins waypoint,Lower City Sewers X: -157 Y: 939,3
Bonespike Helmet,"Upon entering Rage, deal 2d4 Psychic damage to all enemies in a 3 m / 10 ft radius around you; The targets must succeed DC 10 Wisdom save or receive full damage (instead of half damage on a save) Intimidation +2 Cast Menacing Attack once per turn with no Superiority Dice cost",Bought or stolen from Voiceless Penitent Bareki in an alcove west of the Undercity Ruins waypoint,Lower City Sewers X: -157 Y: 939,3
Breaching Pikestaff,Deal additional 1d4 Force damage with this weapon,On a coffin[18] in the center of the tomb that can be reached through the passage west of the Undercity Ruins waypoint in the Lower City Sewers,Ancient Lair X: -1385 Y: 60,3
Bonespike Gloves,Your weapon attacks ignore target's resistance to Physical damage,Strangler Luke[19] on top of a ruined building at the beginning of the collapsed pillar bridge during the Undercity Ruins ambush,Lower City Sewers X: -136 Y: 980,3
Crimson Mischief,"Deal additional 1d4 Necrotic damage with this weapon Deal additional 1d4 Piercing damage with this weapon against targets with 50% hit points or less While this shortsword is held in your main hand, deal additional 7 Piercing damage if the attack roll was made with advantage While this shortsword is held in your off-hand, gain Two-Weapon Fighting",Orin at the sacrificial altar of the Bhaal Temple,Lower City Sewers X: 61 Y: 1004,3
Mutilated Carapace,"While shapeshifting or disguising yourself, gain a +1 bonus to attack rolls and damage rolls Advantage on Deception and Persuasion ability checks Armour Class +1",Orin at the sacrificial altar of the Bhaal Temple,Lower City Sewers X: 61 Y: 1004,3
Bloodthirst,"Reduce the number you need to roll a critical hit while attacking by 1. This effect stacks Cast True Strike ( Recharge: Short rest) This is a Bound Weapon While this dagger is held in your main hand, creatures hit with this weapon receive vulnerability to Piercing damage, unless they are immune to it While this dagger is held in your off-hand, gain a +1 bonus to AC, and when an attack misses you, you may expend your Reaction to make a melee strike against the attacker and gain True Strike for 2 turns",Orin at the sacrificial altar of the Bhaal Temple,Lower City Sewers X: 61 Y: 1004,3
Broodmother's Revenge,"When healed, deal additional 1d6 Poison damage with weapons for 3 turns (equivalent to Dipping the weapon)",Stolen from the table of goods that belong to Koll the Red in The Watch Citadel,X: 235 Y: 44,3
Steelforged Sword,Regular shortsword with +1 damage,Stolen from the table of goods that belong to Koll the Red in The Watch Citadel,X: 235 Y: 44,3
Thermodynamo Axe,"On a hit with this battleaxe, once per attack, gain Heat for 2 turns",Stolen from the table of goods that belong to Koll the Red in The Watch Citadel,X: 235 Y: 44,3
Blade of Oppressed Souls,"Deal additional 1d4 Psychic damage with this weapon Gain an action to strike a non-undead Humanoid, dealing additional Psychic damage equal to your proficiency bonus; The target must succeed DC 12 Intelligence save or get Mad for 3 turns ( Recharge: Short rest)",Stolen from the table of goods that belong to Koll the Red in The Watch Citadel,X: 235 Y: 44,3
